model,seed,split,condition_id,group,missing_modalities,requested_rate,position,duration,effective_missing_rate,base_valid_bins,remaining_valid_bins,effective_missing_rate_text,remaining_ratio_text,effective_missing_rate_audio,remaining_ratio_audio,effective_missing_rate_vision,remaining_ratio_vision,accuracy,macro_f1,mae,rmse,pearson,f1_negative,f1_neutral,f1_positive,valid_sample_count
robust_noaug,44,test,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07173252279635259,50995,47337,0.19979245179966137,0.8002075482003387,0.0,1.0,0.0,1.0,0.6396148555708391,0.5926122153049386,0.6666670610367268,0.8983885983115795,0.6373071246534313,0.6253521126760563,0.406060606060606,0.7464239271781534,727
robust_noaug,44,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5769230769230769,0.5504652586498726,0.6291165007022466,0.8518408173638847,0.5795155317554246,0.5313432835820895,0.43914081145584727,0.680911680911681,728
robust_noaug,44,test,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6437414030261348,0.6037096913990632,0.6809847536644139,0.9279421653340375,0.6079670980438974,0.6024096385542169,0.47093023255813954,0.7377892030848329,727
robust_noaug,44,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14355292034035344,51946,44489,0.40031135924414857,0.5996886407558514,0.0,1.0,0.0,1.0,0.554945054945055,0.5356442277060837,0.6374084229151217,0.8672763028393898,0.5565727888882525,0.5078369905956113,0.44924406047516197,0.6498516320474778,728
robust_noaug,44,test,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14364153348367487,50995,43670,0.4000764651264406,0.5999235348735594,0.0,1.0,0.0,1.0,0.6011004126547456,0.5586728235200095,0.7010627435686828,0.9585177934988655,0.570465140778832,0.5263157894736842,0.42487046632124353,0.7248322147651007,727
robust_noaug,44,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.03338081854233242,51946,50212,0.0,1.0,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6428571428571429,0.6145672134530074,0.5631905859029227,0.7612558799061501,0.6853690804401346,0.6612466124661247,0.4498644986449865,0.732590529247911,728
robust_noaug,44,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.033218943033630745,50995,49301,0.0,1.0,0.10050430139424503,0.899495698605755,0.0,1.0,0.6987620357634112,0.6543141911341394,0.6019007018376578,0.8161774413061851,0.7161831087558191,0.7150259067357512,0.4666666666666667,0.78125,727
robust_noaug,44,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.06622261579332384,51946,48506,0.0,1.0,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6414835164835165,0.6128234712130839,0.5632880029555124,0.7613594352530771,0.6852530020769603,0.6612466124661247,0.44565217391304346,0.7315716272600835,728
robust_noaug,44,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.0666339837238945,50995,47597,0.0,1.0,0.2016018985464254,0.7983981014535746,0.0,1.0,0.6987620357634112,0.6531330729097831,0.6020450317691576,0.8164636235312615,0.7159010577648375,0.7150259067357512,0.4615384615384615,0.7828348504551366,727
robust_noaug,44,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6414835164835165,0.6135727113990203,0.5630717690788455,0.7609972686853836,0.6856405431683384,0.6612466124661247,0.4486486486486487,0.7308228730822873,728
robust_noaug,44,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6987620357634112,0.6541369215614222,0.6014380073162023,0.8158626366988005,0.7164991870602299,0.7150259067357512,0.46511627906976744,0.7822685788787483,727
robust_noaug,44,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.13167520117044623,51946,45106,0.0,1.0,0.3993927361905874,0.6006072638094125,0.0,1.0,0.6442307692307693,0.6164116048241273,0.5637408039727054,0.7617180868969144,0.6848618157488137,0.6576086956521738,0.45698924731182794,0.73463687150838,728
robust_noaug,44,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.1321698205706442,50995,44255,0.0,1.0,0.3998813408484129,0.600118659151587,0.0,1.0,0.6973865199449794,0.6532027242261712,0.6022719901921086,0.8163736860319429,0.7159876984450141,0.7168831168831168,0.46204620462046203,0.7806788511749347,727
robust_noaug,44,valid,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.03141724098101875,51946,50314,0.0,1.0,0.0,1.0,0.1007905138339921,0.8992094861660079,0.6456043956043956,0.6173024032932996,0.5631645250461668,0.7612640894413432,0.685381785669134,0.6612466124661247,0.45528455284552843,0.7353760445682452,728
robust_noaug,44,test,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.031179527404647515,50995,49405,0.0,1.0,0.0,1.0,0.1004358537047565,0.8995641462952435,0.6987620357634112,0.6541369215614222,0.601868049780924,0.8163003256852096,0.7160762238190757,0.7150259067357512,0.46511627906976744,0.7822685788787483,727
robust_noaug,44,valid,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06269972663920224,51946,48689,0.0,1.0,0.0,1.0,0.20114871541501977,0.7988512845849802,0.6456043956043956,0.6173024032932996,0.5634817172118186,0.7615295915759538,0.6850977870318137,0.6612466124661247,0.45528455284552843,0.7353760445682452,728
robust_noaug,44,test,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.06255515246592804,50995,47805,0.0,1.0,0.0,1.0,0.20150337944539196,0.798496620554608,0.6973865199449794,0.6514819171859111,0.6019731623926385,0.8165762754216963,0.7158399339415643,0.7183462532299743,0.45484949832775917,0.78125,727
robust_noaug,44,valid,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6442307692307693,0.6167904418378801,0.5634071904920287,0.761831877256423,0.6847807678656508,0.6648648648648648,0.45161290322580644,0.7338935574229691,728
robust_noaug,44,test,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6987620357634112,0.6541369215614222,0.601925267690621,0.8163670137030659,0.7160963153557093,0.7150259067357512,0.46511627906976744,0.7822685788787483,727
robust_noaug,44,valid,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12447541677896277,51946,45480,0.0,1.0,0.0,1.0,0.39933300395256915,0.6006669960474308,0.6428571428571429,0.6143691893419397,0.563683083674942,0.7618644396743343,0.6847373716625077,0.6648648648648648,0.44565217391304346,0.732590529247911,728
robust_noaug,44,test,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.12409059711736445,50995,44667,0.0,1.0,0.0,1.0,0.39972206430421325,0.6002779356957868,0.7028885832187071,0.6586692779539948,0.6020956700244993,0.8168970446283157,0.7155993731573229,0.7183462532299743,0.47176079734219273,0.7859007832898173,727
robust_noaug,44,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.069514495822585,51946,48335,0.10076229332188104,0.899237706678119,0.1012495620693682,0.8987504379306318,0.0,1.0,0.625,0.6027394589558602,0.5807980902615811,0.7854722324427582,0.6616652880587166,0.623229461756374,0.4759493670886077,0.7090395480225988,728
robust_noaug,44,test,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.06935974115109324,50995,47458,0.10066087716423616,0.8993391228357638,0.10050430139424503,0.899495698605755,0.0,1.0,0.686382393397524,0.6476481116196228,0.6290854441701464,0.8504890282746697,0.6873746070144505,0.673972602739726,0.4880952380952381,0.7808764940239042,727
robust_noaug,44,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.13812420590613328,51946,44771,0.20050461670603392,0.7994953832939661,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6153846153846154,0.5928432476568685,0.5963019889492828,0.809038024579362,0.6352257847753714,0.5930232558139534,0.4839506172839506,0.7015558698727016,728
robust_noaug,44,test,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.1383665065202471,50995,43939,0.19979245179966137,0.8002075482003387,0.2016018985464254,0.7983981014535746,0.0,1.0,0.6341127922971114,0.5908658513984038,0.6591435012188541,0.889962278522681,0.6508987456899468,0.5959885386819485,0.43352601156069365,0.7430830039525691,727
robust_noaug,44,valid,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.20590613329226504,51946,41250,0.29869014386944387,0.7013098561305562,0.29966133364475067,0.7003386663552493,0.0,1.0,0.592032967032967,0.5668096315812211,0.6206755130858785,0.8375174431899256,0.5999539326658264,0.5460122699386503,0.4541284403669724,0.7002881844380403,728
robust_noaug,44,test,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.20635356407490932,50995,40472,0.2995248238571194,0.7004751761428806,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6533700137551581,0.6168420918207719,0.6800583311685834,0.9210682433764653,0.6157381088401527,0.6355685131195336,0.4685714285714285,0.7463863337713534,727
robust_noaug,44,valid,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.2752281215107997,51946,37649,0.40031135924414857,0.5996886407558514,0.3993927361905874,0.6006072638094125,0.0,1.0,0.5714285714285714,0.5468462884318831,0.6360720561172527,0.8680669945698029,0.558781219161483,0.5142857142857143,0.4519015659955257,0.6743515850144092,728
robust_noaug,44,test,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.27581135405431906,50995,36930,0.4000764651264406,0.5999235348735594,0.3998813408484129,0.600118659151587,0.0,1.0,0.5818431911966988,0.5392786974022673,0.7277035532875353,0.9825310747071602,0.5374149410131603,0.5142857142857143,0.4052631578947369,0.6982872200263505,727
robust_noaug,44,valid,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.06755091826127133,51946,48437,0.10076229332188104,0.899237706678119,0.0,1.0,0.1007905138339921,0.8992094861660079,0.625,0.5962921459477404,0.5938306049505188,0.8163602583798221,0.6254984071180577,0.6069364161849711,0.4599483204134367,0.7219917012448134,728
robust_noaug,44,test,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.06732032552211001,50995,47562,0.10066087716423616,0.8993391228357638,0.0,1.0,0.1004358537047565,0.8995641462952435,0.656121045392022,0.6137345044974888,0.6343299086004537,0.8626882620896191,0.6777154027251779,0.6739130434782609,0.42539682539682544,0.74189364461738,727
robust_noaug,44,valid,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.1346013167520117,51946,44954,0.20050461670603392,0.7994953832939661,0.0,1.0,0.20114871541501977,0.7988512845849802,0.6071428571428571,0.5835181528654386,0.5910572516424888,0.8019736256009488,0.6461701601942577,0.5889212827988339,0.4619164619164619,0.6997167138810197,728
robust_noaug,44,test,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.1342876752622806,50995,44147,0.19979245179966137,0.8002075482003387,0.0,1.0,0.20150337944539196,0.798496620554608,0.6478679504814305,0.60257840086442,0.6715896965005784,0.9110881968642158,0.6256298049077414,0.6118980169971671,0.44648318042813456,0.7493540051679586,727
robust_noaug,44,valid,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.20045816809763986,51946,41533,0.29869014386944387,0.7013098561305562,0.0,1.0,0.29946887351778656,0.7005311264822134,0.5879120879120879,0.5677531847810485,0.6201123568475001,0.8432265392210503,0.5910169179097271,0.5636363636363636,0.45248868778280543,0.6871345029239766,728
robust_noaug,44,test,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.2003725855476027,50995,40777,0.2995248238571194,0.7004751761428806,0.0,1.0,0.29903354178510516,0.7009664582148948,0.6134800550206327,0.5723401084307737,0.6788713534194797,0.9289130549774998,0.6013072572800804,0.6005830903790087,0.3932584269662921,0.7231788079470199,727
robust_noaug,44,valid,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.26802833711931623,51946,38023,0.40031135924414857,0.5996886407558514,0.0,1.0,0.39933300395256915,0.6006669960474308,0.5837912087912088,0.5618684269513863,0.6275598950233761,0.8646225098343168,0.5615530660525341,0.5358255451713396,0.46255506607929514,0.6872246696035241,728
robust_noaug,44,test,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.26773213060103934,50995,37342,0.4000764651264406,0.5999235348735594,0.0,1.0,0.39972206430421325,0.6002779356957868,0.609353507565337,0.5715353877926648,0.7128327573038525,0.9589434607003441,0.5722832489641422,0.5592705167173252,0.44086021505376344,0.7144754316069057,727
robust_noaug,44,valid,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.06479805952335117,51946,48580,0.0,1.0,0.1012495620693682,0.8987504379306318,0.1007905138339921,0.8992094861660079,0.6456043956043956,0.6180348360777549,0.5633493875317112,0.7615714795043013,0.6850340742741166,0.6612466124661247,0.4582210242587601,0.73463687150838,728
robust_noaug,44,test,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.06439847043827826,50995,47711,0.0,1.0,0.10050430139424503,0.899495698605755,0.1004358537047565,0.8995641462952435,0.6973865199449794,0.6516520541257383,0.6016957723065453,0.8162364844097683,0.7161191078741198,0.7183462532299743,0.4563758389261745,0.7802340702210663,727
robust_noaug,44,valid,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.1289223424325261,51946,45249,0.0,1.0,0.20086418311339485,0.7991358168866052,0.20114871541501977,0.7988512845849802,0.6442307692307693,0.6148080655753315,0.5631546987179707,0.7613917665231245,0.6852257584733894,0.6612466124661247,0.4480874316939891,0.7350901525658806,728
robust_noaug,44,test,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.12918913618982253,50995,44407,0.0,1.0,0.2016018985464254,0.7983981014535746,0.20150337944539196,0.798496620554608,0.6987620357634112,0.6538891905910628,0.6012544547972439,0.8156750561513306,0.7166325908198271,0.7183462532299743,0.4630872483221477,0.7802340702210663,727
robust_noaug,44,valid,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.19214183960266432,51946,41965,0.0,1.0,0.29966133364475067,0.7003386663552493,0.29946887351778656,0.7005311264822134,0.6401098901098901,0.612578748298488,0.5636271253371468,0.7619184035135121,0.6846592309104026,0.6612466124661247,0.4474393530997305,0.7290502793296089,728
robust_noaug,44,test,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.19164623982743406,50995,41222,0.0,1.0,0.2989617324236132,0.7010382675763869,0.29903354178510516,0.7009664582148948,0.7042640990371389,0.6599996401842257,0.6016187596210424,0.8160958267211559,0.7162443206614573,0.7202072538860104,0.4733333333333334,0.7864583333333333,727
robust_noaug,44,valid,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.256150617949409,51946,38640,0.0,1.0,0.3993927361905874,0.6006072638094125,0.39933300395256915,0.6006669960474308,0.6442307692307693,0.6154323115849802,0.5638848044295478,0.7618592416262348,0.6847433478548611,0.6612466124661247,0.4486486486486487,0.7364016736401674,728
robust_noaug,44,test,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.2562604176880086,50995,37927,0.0,1.0,0.3998813408484129,0.600118659151587,0.39972206430421325,0.6002779356957868,0.7001375515818432,0.654241633755872,0.6014037345480968,0.8163871692723791,0.7160814572714373,0.7235142118863049,0.4563758389261745,0.7828348504551366,727
robust_noaug,44,valid,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.10093173680360375,51946,46703,0.10076229332188104,0.899237706678119,0.1012495620693682,0.8987504379306318,0.1007905138339921,0.8992094861660079,0.6332417582417582,0.6090197513897496,0.5783698098723787,0.7835257942117897,0.6646648369531002,0.6345609065155807,0.47058823529411764,0.7219101123595506,728
robust_noaug,44,test,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.10053926855574076,50995,45868,0.10066087716423616,0.8993391228357638,0.10050430139424503,0.899495698605755,0.1004358537047565,0.8995641462952435,0.6698762035763411,0.6287347502853993,0.6290470549152675,0.8512321508346462,0.6874160737454864,0.651685393258427,0.47384615384615386,0.7606727037516171,727
robust_noaug,44,valid,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.20082393254533554,51946,41514,0.20050461670603392,0.7994953832939661,0.20086418311339485,0.7991358168866052,0.20114871541501977,0.7988512845849802,0.5934065934065934,0.5692401687679461,0.6026496794740004,0.8235664604672872,0.6161824399351588,0.5542168674698796,0.460093896713615,0.6934097421203438,728
robust_noaug,44,test,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.20092165898617512,50995,40749,0.19979245179966137,0.8002075482003387,0.2016018985464254,0.7983981014535746,0.20150337944539196,0.798496620554608,0.640990371389271,0.5999412958476774,0.670726633316836,0.8951572009522585,0.6450969760293309,0.6144927536231886,0.44574780058651026,0.7395833333333334,727
robust_noaug,44,valid,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.2992530704962846,51946,36401,0.29869014386944387,0.7013098561305562,0.29966133364475067,0.7003386663552493,0.29946887351778656,0.7005311264822134,0.5782967032967034,0.5581499384521409,0.6125873008456367,0.841843540473691,0.5920390478814723,0.5498489425981873,0.4530892448512585,0.6715116279069768,728
robust_noaug,44,test,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.29918619472497304,50995,35738,0.2995248238571194,0.7004751761428806,0.2989617324236132,0.7010382675763869,0.29903354178510516,0.7009664582148948,0.6368638239339752,0.6028629330311939,0.6982709556469563,0.9534065713500547,0.5760490508855992,0.5816023738872405,0.5013927576601671,0.725593667546174,727
robust_noaug,44,valid,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.39970353828976246,51946,31183,0.40031135924414857,0.5996886407558514,0.3993927361905874,0.6006072638094125,0.39933300395256915,0.6006669960474308,0.5480769230769231,0.5226924116708432,0.647524963521941,0.8810481876099393,0.5377774028646183,0.4934210526315789,0.42316258351893093,0.65149359886202,728
robust_noaug,44,test,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.3999019511716835,50995,30602,0.4000764651264406,0.5999235348735594,0.3998813408484129,0.600118659151587,0.39972206430421325,0.6002779356957868,0.6134800550206327,0.5823552245348605,0.6913866572123036,0.9394000830585403,0.5987539743514737,0.5802469135802469,0.4540816326530612,0.7127371273712737,727
robust_noaug,44,valid,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6195054945054945,0.5997024594377578,0.6036065058388675,0.8286002144414493,0.6159663053348442,0.618384401114206,0.47432762836185816,0.7063953488372092,728
robust_noaug,44,test,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6533700137551581,0.6165049701450583,0.6538612572053522,0.8826415372485805,0.6673023400808913,0.6631578947368421,0.4431137724550898,0.7432432432432432,727
robust_noaug,44,valid,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.6098901098901099,0.5872946379955205,0.6039551009352391,0.825078787699597,0.6137570173321918,0.5688622754491018,0.481651376146789,0.7113702623906706,728
robust_noaug,44,test,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.656121045392022,0.6205438456362047,0.669633207353347,0.9057570537110098,0.6303430254688857,0.6260869565217392,0.4858757062146893,0.7496688741721855,727
robust_noaug,44,valid,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5480769230769231,0.49290068030925815,0.6757050584489991,0.9032920016141662,0.5342932202712964,0.398576512455516,0.4092071611253197,0.6709183673469388,728
robust_noaug,44,test,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.5859697386519945,0.521537785885612,0.7494700609961271,1.0088315249754025,0.5305270802761815,0.47491638795986624,0.38181818181818183,0.7078787878787879,727
robust_noaug,44,valid,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5782967032967034,0.5528126083589454,0.6265678957851788,0.8618646928538319,0.5655648919339811,0.5588235294117647,0.4226044226044226,0.6770098730606489,728
robust_noaug,44,test,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6217331499312242,0.5822868192346103,0.6979275950969823,0.93234587816313,0.6030876198875847,0.5714285714285714,0.43915343915343913,0.7362784471218207,727
robust_noaug,44,valid,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5480769230769231,0.5216210025989233,0.6335686755745293,0.8543584464938495,0.5823009462901452,0.48717948717948717,0.42058165548098436,0.6571018651362983,728
robust_noaug,44,test,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.624484181568088,0.5884459545297566,0.6870855014960818,0.9214929294205562,0.6228834597955246,0.5864197530864197,0.4521276595744681,0.726790450928382,727
robust_noaug,44,valid,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.603021978021978,0.5864344472984807,0.6122382604926415,0.8379905887637974,0.5963703279753225,0.5964912280701754,0.4735632183908047,0.6892488954344623,728
robust_noaug,44,test,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.640990371389271,0.5989343096432086,0.6752386830203962,0.912083068997994,0.6309200882694579,0.6331360946745561,0.41595441595441596,0.7477124183006535,727
robust_noaug,44,valid,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5906593406593407,0.5685132745651478,0.5969918310734351,0.8247885914521614,0.615480022611071,0.5645645645645646,0.4522144522144522,0.6887608069164265,728
robust_noaug,44,test,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6602475928473177,0.6181585141377242,0.6659263865163927,0.9174292794931701,0.6170913519743085,0.6127167630057804,0.47293447293447294,0.7688243064729193,727
robust_noaug,44,valid,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6442307692307693,0.6170035201141958,0.563190555077169,0.7609737322874597,0.685647680807594,0.6576086956521738,0.4574468085106383,0.7359550561797754,728
robust_noaug,44,test,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7001375515818432,0.6560413068508923,0.6015300994849107,0.8159399344844236,0.7164385866645847,0.7202072538860104,0.4666666666666667,0.78125,727
robust_noaug,44,valid,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6428571428571429,0.6153067921881213,0.5633419307644715,0.761548987131864,0.6850139366997234,0.6612466124661247,0.45283018867924524,0.7318435754189943,728
robust_noaug,44,test,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6973865199449794,0.6517636074782787,0.6020703760668779,0.8166126221134138,0.7157433186215617,0.7202072538860104,0.45484949832775917,0.7802340702210663,727
robust_noaug,44,valid,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6414835164835165,0.6123829285522646,0.5631538989575027,0.7612785838542748,0.6855435587231993,0.6539509536784741,0.4498644986449865,0.7333333333333332,728
robust_noaug,44,test,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6960110041265475,0.6499867864693446,0.6027061303224327,0.8163557316681442,0.7162236207226247,0.7168831168831168,0.451827242524917,0.78125,727
robust_noaug,44,valid,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6442307692307693,0.6156795980914911,0.563064103987027,0.7611983567969032,0.6854498308004211,0.6576086956521738,0.4540540540540541,0.7353760445682452,728
robust_noaug,44,test,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7001375515818432,0.6560413068508923,0.6021018672780617,0.8163972533177378,0.7159517163639024,0.7202072538860104,0.4666666666666667,0.78125,727
robust_noaug,44,valid,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6414835164835165,0.6135727113990203,0.5629207698659009,0.7610609804609338,0.6855818508744796,0.6612466124661247,0.4486486486486487,0.7308228730822873,728
robust_noaug,44,test,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7001375515818432,0.656171466488272,0.6019346134370754,0.8160672161915975,0.7162023378200435,0.7150259067357512,0.47019867549668876,0.7832898172323759,727
robust_noaug,44,valid,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6401098901098901,0.612578748298488,0.5637690741978176,0.7621966413091623,0.6843025356799816,0.6612466124661247,0.4474393530997305,0.7290502793296089,728
robust_noaug,44,test,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6987620357634112,0.6545253863134658,0.6029975645992254,0.8169660857152414,0.7154554588668015,0.71875,0.46357615894039733,0.78125,727
robust_noaug,44,valid,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6401098901098901,0.6114570026263387,0.5627694549346036,0.7606274563152339,0.6860620196133553,0.6539509536784741,0.4498644986449865,0.7305555555555556,728
